"Kelp.Taxon","X","Authors..Year.","ID","Site","Lat","Long","Management_.OA_MPA_MEARB_Other.","Temporal_Scale","Mean.kelp","Mean.no.Kelp","Mean...one.error.bar.Kelp","Mean...one.error.bar.no.Kelp","Error.Kelp","Error.no.Kelp","Error.Type","Variable","N..Kelp.","N..no.kelp.","Unit.Dimensions","Area..m2.","Notes.on.Type.of.study","Comments","Clearing.Size..m.2.","Time.Until.Resampling..days.","Mean.Depth..m.","Inferred.Mechanism.of.Clearing..experiment_storm_heat.wave_barren_kelp.addition.","Type.of.Study..Experimental_ObservatioNAl.","Observational.Study.Type..Spatial..Temporal.","Single.Species...yes.no.","Total.Abundance...yes.no.","Species.Richness...yes.no.","Biomass...yes.no.","Clearing.Response..algae_barren_kelp.","Survey.Type..quadrat..transect..video..photo..Net.Trap.","Short.Variable.Description","Latititude.in.Decimal.Degrees","Longitude.in.Decimal.Degrees","Juvenile..Adult..Both","sample.unit.area..m.2.","Total.Area.Sampled.per.Treatment..m.2..n.replicate.area.","Mean.kelp.t0","Mean.no.Kelp.t0","Mean...one.error.bar.Kelp.t0","Mean...one.error.bar.no.Kelp.t0","Error.Kelp.t0","Error.no.Kelp.t0","Error.Type.t0","Date.of.t0..dd.mm.yyyy.","Fish.Species","Order","Family","Trophic.level","Trophic.group","Total.Lenght..cm.","Biomass..gr.","Habitat.Association..Benthic.Pelagic.Demersal.","sd_kelp","sd_nokelp","rawLR","LR","VLR","Hedges.G","VHedges.G","Patch","Height..m.","Single.or.Multi.Stipe","Erect.or.Prostrate","Epibiont.Load.Potential","Comment","len","ECOREGION","PROVINCE","REALM"
"Ecklonia radiata",195,"Morton and Gladstone (2011)","42","Terrigal. Central coast of New South Wales (NSW) Australia.",-33.45,151.45,"OA","Between August 2003 and May 2018",6.97,7.47,9.66,8.45,2.69,0.98,"SE","Density of wrasses in fringe barrens and sponge gardens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b1)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.45,151.45,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8366504025959,10.7353621271013,-0.0608460158618391,-0.0608460158618392,0.127303900545792,-0.0334949680466588,0.025003116424679,"Single","1","Single","Erect","Low",NA,75,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",196,"Morton and Gladstone (2011)","42","Terrigal. Central coast of New South Wales (NSW) Australia.",-33.45,151.45,"OA","Between August 2003 and May 2019",8.34,7.36,12.07,9.66,3.73,2.3,"SE","Density of wrasses in fringe vs barrens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b1)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.45,151.45,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8924557627073,25.1952376452376,0.110847825144141,0.110847825144141,0.235177297827973,0.0368556794847407,0.0250037731697508,"Single","1","Single","Erect","Low",NA,75,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",197,"Morton and Gladstone (2011)","42","Terrigal. Central coast of New South Wales (NSW) Australia.",-33.45,151.45,"OA","Between August 2003 and May 2020",8.34,20.89,12.07,22.21,3.73,1.32,"SE","Density of wrasses in fringe barrens and sponge gardens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b1)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.45,151.45,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8924557627073,14.4598755181364,-0.85172365929402,-0.85172365929402,0.163122765857327,-0.61236556345102,0.0260416432869463,"Single","1","Single","Erect","Low",NA,75,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",198,"Morton and Gladstone (2011)","42","Terrigal. Central coast of New South Wales (NSW) Australia.",-33.45,151.45,"OA","Between August 2003 and May 2021",6.7,4.84,11.58,5.16,4.88,0.32,"SE","Density of wrasses in fringe vs barrens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b1)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.45,151.45,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8003174589844,3.50542436803306,0.276489532019503,0.276489532019502,0.404662078544316,0.0843782466188666,0.0250197769125069,"Single","1","Single","Erect","Low",NA,75,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",199,"Morton and Gladstone (2011)","42","Terrigal. Central coast of New South Wales (NSW) Australia.",-33.45,151.45,"OA","Between August 2003 and May 2022",6.7,9.77,11.58,10.64,4.88,0.87,"SE","Density of wrasses in fringe barrens and sponge gardens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b1)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.45,151.45,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8003174589844,9.53037250058989,-0.335544162308659,-0.335544162308659,0.408185038461682,-0.132249813385708,0.0250485833698349,"Single","1","Single","Erect","Low",NA,75,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",200,"Morton and Gladstone (2011)","42","Terrigal. Central coast of New South Wales (NSW) Australia.",-33.45,151.45,"OA","Between August 2003 and May 2023",6.26,7.25,6.58,8.78,0.32,1.53,"SE","Density of wrasses in fringe vs barrens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b1)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.45,151.45,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47870934157275,16.7603102596581,-0.127833371509885,-0.127833371509885,0.036336182258346,-0.0715501919583108,0.0250142206388035,"Single","1","Single","Erect","Low",NA,75,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",201,"Morton and Gladstone (2011)","42","Terrigal. Central coast of New South Wales (NSW) Australia.",-33.45,151.45,"OA","Between August 2003 and May 2024",6.26,10.92,6.58,11.14,0.32,0.22,"SE","Density of wrasses in fringe barrens and sponge gardens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b1)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.45,151.45,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47870934157275,2.40997925302273,-0.495837832800499,-0.495837832800499,0.00228343163770168,-1.90726644978273,0.0351046258624078,"Single","1","Single","Erect","Low",NA,75,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",202,"Morton and Gladstone (2011)","42","Bull Reef. Central coast of New South Wales (NSW) Australia.",-33.983,151.25,"OA","Between August 2003 and May 2035",4.22,5.33,4.94,8.06,0.72,2.73,"SE","Density of wrasses in fringe vs barrens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.983,151.25,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57709601853868,29.9056516397821,-0.192802834261538,-0.192802834261538,0.205027081636661,-0.0448184758031648,0.0250055797104814,"Single","1","Single","Erect","Low",NA,164,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",203,"Morton and Gladstone (2011)","42","Bull Reef. Central coast of New South Wales (NSW) Australia.",-33.983,151.25,"OA","Between August 2003 and May 2036",4.22,12.51,4.94,13.46,0.72,0.95,"SE","Density of wrasses in fringe barrens and sponge gardens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.983,151.25,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57709601853868,10.4067285925982,-0.95093275007756,-0.95093275007756,0.0239696311628874,-0.907678439325983,0.0272885559700479,"Single","1","Single","Erect","Low",NA,164,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",204,"Morton and Gladstone (2011)","42","Bull Reef. Central coast of New South Wales (NSW) Australia.",-33.983,151.25,"OA","Between August 2003 and May 2037",7.04,8.04,8.69,9.16,1.65,1.12,"SE","Density of wrasses in fringe vs barrens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.983,151.25,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7808450424845,12.2689852881157,-0.11723009121321,-0.11723009121321,0.0574665161614243,-0.0800402848423202,0.0250177956866601,"Single","1","Single","Erect","Low",NA,164,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",205,"Morton and Gladstone (2011)","42","Bull Reef. Central coast of New South Wales (NSW) Australia.",-33.983,151.25,"OA","Between August 2003 and May 2038",7.04,12.61,8.69,16.06,1.65,3.45,"SE","Density of wrasses in fringe barrens and sponge gardens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.983,151.25,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7808450424845,37.7928564678565,-0.5263757334725,-0.5263757334725,0.106374062242911,-0.174609869111826,0.025084690573309,"Single","1","Single","Erect","Low",NA,164,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",206,"Morton and Gladstone (2011)","42","Bull Reef. Central coast of New South Wales (NSW) Australia.",-33.983,151.25,"OA","Between August 2003 and May 2039",10.65,6.58,12.49,8.42,1.84,1.84,"SE","Density of wrasses in fringe vs barrens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.983,151.25,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2525787140433,20.1561901161901,0.429792980357429,0.429792980357429,0.0838696967651517,0.220138479526933,0.0251346137504679,"Single","1","Single","Erect","Low",NA,164,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",207,"Morton and Gladstone (2011)","42","Bull Reef. Central coast of New South Wales (NSW) Australia.",-33.983,151.25,"OA","Between August 2003 and May 2040",10.65,20.23,12.49,20.62,1.84,0.39,"SE","Density of wrasses in fringe barrens and sponge gardens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.983,151.25,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2525787140433,4.2722359485403,-0.600109095703455,-0.600109095703455,0.0252824818656903,-1.06967768314507,0.0281783620717184,"Single","1","Single","Erect","Low",NA,164,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",208,"Morton and Gladstone (2011)","42","Bull Reef. Central coast of New South Wales (NSW) Australia.",-33.983,151.25,"OA","Between August 2003 and May 2041",6.29,7.79,7.13,9.63,0.84,1.84,"SE","Density of wrasses in fringe vs barrens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.983,151.25,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50661202162846,20.1561901161901,-0.187111165676519,-0.187111165676519,0.0570956481116643,-0.0883779269368725,0.0250216962721379,"Single","1","Single","Erect","Low",NA,164,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",209,"Morton and Gladstone (2011)","42","Bull Reef. Central coast of New South Wales (NSW) Australia.",-33.983,151.25,"OA","Between August 2003 and May 2042",6.29,12.97,7.13,13.19,0.84,0.22,"SE","Density of wrasses in fringe barrens and sponge gardens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.983,151.25,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50661202162846,2.40997925302273,-0.650408627248304,-0.650408627248304,0.0135251093378103,-1.57153501994667,0.0318603397747744,"Single","1","Single","Erect","Low",NA,164,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",210,"Morton and Gladstone (2011)","42","Bull Reef. Central coast of New South Wales (NSW) Australia.",-33.983,151.25,"OA","Between August 2003 and May 2043",7.28,5.94,7.5,6.78,0.22,0.84,"SE","Density of wrasses in fringe vs barrens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.983,151.25,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70411267233126,9.20173896608679,0.176541193878456,0.176541193878455,0.0153560351531224,0.17586248854679,0.0250859100413274,"Single","1","Single","Erect","Low",NA,164,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",211,"Morton and Gladstone (2011)","42","Bull Reef. Central coast of New South Wales (NSW) Australia.",-33.983,151.25,"OA","Between August 2003 and May 2044",7.28,17.02,7.5,19.64,0.22,2.62,"SE","Density of wrasses in fringe barrens and sponge gardens",60,120,"","125","Distinct rocky-reef habitats are occupied by different wrasse assemblages and that these habitat associations vary temporally","Fig. 2(b2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","transect","Labridae density",-33.983,151.25,"Both",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70411267233126,28.7006620132707,-0.777639283783023,-0.777639283783023,0.0218453846395872,-0.412940582976053,0.0254736664585239,"Single","1","Single","Erect","Low",NA,164,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",1362,"Smith et al. (2014)","68","New South Wales ",-37.08,149.93,"","October 2000 to January 200",4.74,7.4,NA,NA,0.63,0.98,"SE","Mean abundance transformed to log (x+1). Canopy transects",6,6,"m2","125","Figure 2 Means (1 SE) for (a) the total number of fish (abundance), in each combination of Habitat  Region (n = 16 sites per combination of levels and a site consisted of counts summed across six transects) of Australasian temperate reef fishes. Standard errors are based on n = 4 location means within each region","Fig 2",NA,NA,10,"barren","Observational","Spatial","no","yes","no","no","barren","transect","Abundance",-37.08,149.93,"Adult",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5431785379534,2.40049994792751,-0.380772495517793,-0.380772495517793,0.0256575120629255,-1.21636823870968,0.394981320505904,"Single","1","Single","Erect","Low",NA,2,"Cape Howe","Southeast Australian Shelf","Temperate Australasia"
"Ecklonia radiata",1363,"Smith et al. (2014)","68","New Zealand",-34.93,173.54,"","October 2000 to January 200",3.46,3.62,NA,NA,0.77,0.73,"SE","Mean abundance transformed to log (x+1). Canopy transects",6,6,"m2","125","Figure 2 Means (1 SE) for (a) the total number of fish (abundance), in each combination of Habitat  Region (n = 16 sites per combination of levels and a site consisted of counts summed across six transects) of Australasian temperate reef fishes. Standard errors are based on n = 4 location means within each region","Fig 2",NA,NA,10,"barren","Observational","Spatial","no","yes","no","no","barren","transect","Abundance",-34.93,173.54,"Adult",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88610710194305,1.78812751223172,-0.0352459390616748,-0.0352459390616748,0.0547732875148768,-0.0803360954289402,0.333602245342865,"Single","1","Single","Erect","Low",NA,2,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",1367,"Willis and Anderson (2003)","","Cape Rodney-Okakari Point Marine Reserve, northeastern New Zealand",-36.283,174.8,"OA"," 3 month 1999",43.05,37.47,59.32,44.65,16.26,7.18,"SE","Mean fish abundance in OA area",3,3,"3*3","9","Fish species abundance spatial comparison in OA area. Mortal capture","Fig. 5f Comparison of mean fish abundace between kelp and no-kelp areas in a OA location",NA,NA,NA,NA,"Observational","Spatial","no","yes","no","no","na","Quadrat","Fish abundance",-36.283,174.8,"Both",9,54,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",28.1631461310699,12.4361247983445,0.135446635617985,0.135446635617985,0.171088092560973,0.204515545069997,0.67015221734794,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",1369,"Willis and Anderson (2003)","","Cape Rodney-Okakari Point Marine Reserve, northeastern New Zealand",-36.283,174.8,"MPA"," 3 month 1999",12.92,30.46,15.95,36.67,3.03,6.22,"SE","Mean fish abundance in MPA area",3,3,"3*3","9","Fish species abundance spatial comparison in MPA area. Mortal capture","Fig. 5f Comparison of mean fish abundance between kelp and no-kelp areas in a MPA location",NA,NA,NA,NA,"Observational","Spatial","no","yes","no","no","na","Quadrat","Fish abundance",-36.283,174.8,"Both",9,54,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",5.2481139469337,10.7733560230784,-0.815390242723858,-0.815390242723858,0.0864710693219983,-1.65156428459437,0.893972048845644,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",1361,"Smith et al. (2014)","68","South Australia",-33.64,134.85,"","October 2000 to January 200",3.32,3.41,NA,NA,0.57,0.45,"SE","Mean abundance transformed to log (x+1). Canopy transects",6,6,"m2","125","Figure 2 Means (1 SE) for (a) the total number of fish (abundance), in each combination of Habitat  Region (n = 16 sites per combination of levels and a site consisted of counts summed across six transects) of Australasian temperate reef fishes. Standard errors are based on n = 4 location means within each region","Fig 2",NA,NA,10,"barren","Observational","Spatial","no","yes","no","no","barren","transect","Abundance",-33.64,134.85,"Adult",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39620915338641,1.10227038425243,-0.0206192872027358,-0.0206192872027356,0.0278216646163378,-0.0660227798564432,0.333514958644165,"Single","1","Single","Erect","Low",NA,2,"South Australian Gulfs","Southwest Australian Shelf","Temperate Australasia"
"Ecklonia radiata",1164,"Kingsford (2011)","UP1","Cape Banks, New South Wales, Australia",-34,151.246,"OA","2011",0.44,2,NA,NA,0.99,3.5,"SE","Fish assemblage",6,6,"","25","Kelp versus Barren Data (Unpublished)","",NA,NA,1,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Fish assemblage",-34,151.246,"Both",25,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42499484535535,8.57321409974112,-0.733969175080201,-0.7339691750802,1.83376736111111,-0.228488525138114,0.335508625254991,"Single","1","Single","Erect","Low",NA,2,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia"
"Ecklonia radiata",1360,"Smith et al. (2014)","68","Western Australia",-34.3,115.1,"","October 2000 to January 200",4.41,5.72,NA,NA,0.5,0.32,"SE","Mean abundance transformed to log (x+1). Canopy transects",6,6,"m2","125","Figure 2 Means (1 SE) for (a) the total number of fish (abundance), in each combination of Habitat  Region (n = 16 sites per combination of levels and a site consisted of counts summed across six transects) of Australasian temperate reef fishes. Standard errors are based on n = 4 location means within each region","Fig 2",NA,NA,10,"barren","Observational","Spatial","no","yes","no","no","barren","transect","Abundance",-34.3,115.1,"Adult",125,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22474487139159,0.783836717690617,-0.216839061676668,-0.216839061676668,0.0108092965958209,-1.17564095046429,0.390922151850358,"Single","1","Single","Erect","Low",NA,2,"Leeuwin","Southwest Australian Shelf","Temperate Australasia"
"Laminaria hyperborea",1364,"Lorentsen et al. (2010)","61","Norwegian Coast",63.833,8.333,"OA","1.5 month 2000",19.5,1.4,24.01,2.5,4.51,1.1,"SE","Juvenile Gadus",4,4,"1.16km2","1160","Kelp harvesting areas weere monitored 1.5 months after removal. I used only the full harvested versus 50% covered kelp","Fig 3.1",740,45,15,"Clearing","Experimental","Temporal","yes","yes","no","no","kelp","ROV","Gadus",63.833,8.333,"Juvenile",740,2960,NA,NA,NA,NA,NA,NA,NA,NA,"Gadus morhua","Gadiformes","Gadidae","4,1","Carnivore","74","960","Demersal",9.02,2.2,2.14495614879046,2.14495614879046,0.258469444444444,2.39481572244192,0.85844639652844,"Single","3.60","Single","Prostrate","High","",2,"Southern Norway","Northern European Seas","Temperate Northern Atlantic"
"Laminaria hyperborea",1365,"Lorentsen et al. (2010)","61","Norwegian Coast",63.833,8.333,"OA","1.5 month 2000",5,4.2,7.59,8.58,2.59,4.38,"","Adult Gadus ",4,4,"1.16km2","1160","Kelp harvesting areas weere monitored 1.5 months after removal. I used only the full harvested versus 50% covered kelp","Fig 3.1",740,45,15,"Clearing","Experimental","Temporal","yes","yes","no","no","kelp","ROV","Gadus",63.833,8.333,"Adult",740,2960,NA,NA,NA,NA,NA,NA,NA,NA,"Gadus morhua","Gadiformes","Gadidae","4,1","Carnivore","74","960","Demersal",2.59,4.38,0.143100843640673,0.143100843640673,0.223954589907955,0.193130631666672,0.502331215055498,"Single","3.60","Single","Prostrate","High","",2,"Southern Norway","Northern European Seas","Temperate Northern Atlantic"
"Macrocystis pyrifera",1196,"Krumhansl et al. (2015)","UP3","Queen Charlote Sound ",-41.084,174.344,"OA","10 weeks ",18,107,NA,NA,14.57,62.002,"SE","Reef Fish Abundance ",3,3,"30 m2","80","Kelp Clearance","Unpublished data, replicated through time day 0, 1 day, 3 and 10 weeks after ",900,1,NA,"experiment","Experimental","Temporal","no","yes","no","no","kelp","Transect","Fish assemblage",-41.084,174.344,"Adult",80,80,"1","2",NA,NA,NA,NA,NA,"30-05-15",NA,NA,NA,NA,NA,NA,NA,NA,25.2359802662785,107.390614170886,-1.73769224795778,-1.73769224795778,0.917629119274117,-0.910346940729658,0.735727629374654,"Single","30","Multi","Erect","High",NA,2,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Macrocystis pyrifera",1198,"DeMartini et al. (1989)","65","Offshore of San Diego Country, California US",33.317,-117.517,"","November 1986 to January 1987",451,1193,538,1459,87,266,"SE","Density (ind/1000 m3) Total fishes",NA,NA,NA,"650","Contrasting fish density at an artificial rock reef and a cobble-bottom kelp forest","Table 2",NA,NA,1,NA,"Observational","Spatial","no","yes","no","yes","no","Transect and video","Density (fish/m3) of 24 fishes specie",33.317,-117.517,"Both",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.971382114120316,-0.971382114120316,NA,NA,NA,"Single","30","Multi","Erect","High",NA,25,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1147,"Bodkin (1988)","64","California, USA",35.667,-121.283,"OA","2 month in 1985",5.521111111,1.573333333,NA,NA,8.055371569,3.679915081,"SD","Fish assemblage",3,3,"50*2","100","Macrocystis pyrifera","Table 1. Removals in over a ha",10000,12,13,"experiment","Experimental","Spatial","no","yes","no","no","kelp","Transect ","Fish assemblage",35.667,-121.283,"Both",100,300,"5,027777778","6,122222222",NA,NA,"7,211868305","14,1419392","SD","30-08-85",NA,NA,NA,NA,NA,NA,NA,NA,8.055371569,3.679915081,0.929842701977943,0.929842701977944,1.19028680764787,0.502995932805407,0.687750409034898,"Single","30","Multi","Erect","High",NA,11,"Northern California","Cold Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1148,"Carr (1991)","11"," Arrowhead Point in Carmel Bay, California",36.56,-121.938,"OA","Late May to mid-August 1981",5.54,1.63,NA,NA,9.38,2.01,"SD","Average density (fish/10 m 3) of  young-of-year rockfish assembly ",5,5,"","10","The effect of habitat structure on patterns of rockfish recruitment by comparing habitat selection among the recruits of each species.","Table III",62,13,NA,"kelp addition","Experimental","Temporal","no","yes","no","no","no","Transect","Average density of young-of-year rockfish assembly ",36.56,-121.938,"Juvenile",10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.38,2.01,0.910953319279434,0.910953319279434,0.5282332789275,0.520337430850117,0.413537552097185,"Single","30","Multi","Erect","High",NA,28,"Northern California","Cold Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",885,"Demartini and Roberts (1990)","7","San Onofre California",33.383,-117.597,"OA",NA,2.884039321,1.890936809,NA,NA,0.048548156,0.337163325,"SE","density",4,31,"transect","225","Comparative study between areas of different kelp density","Mean Kelp and no kelp Fish densities estimated for areas where kelp density >1 and <1 resectively.",NA,NA,NA,NA,"Observational","Temporal","no","yes","no","no","no","transect","Fish Assemblages density ",33.383,-117.597,"Both",225,6975,NA,NA,NA,NA,NA,NA,NA,"11-01-86",NA,NA,NA,NA,NA,NA,NA,NA,0.097096312,1.87724594538828,0.295295069258569,0.295295069258569,0.0137582565142493,0.542046829856056,0.286455418312658,"Single","30","Multi","Erect","High",NA,4,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1386,"Villegas et al. (2019)","","Chipana Bay, Northern Chile",-21.333,-71.083,NA,"2007",0.905,0.19,1.235,0.302,0.33,0.112,"SE","Chromis crusma Density (Nº ind./9m2)",21,21,"3*3","9","Fish abundance, composition and spatial distribution were recorded weekly between 15 February 2007 and 11 April 2007","Fig. 2 Mean abundance of all six fish species (N fish/9 m2 ) recorded in experimental (forested) and control (barren) plots. The values correspond to mean ± SD (n = 15);",NA,7,15,"kelp addition","Experimental","Spatial","no","yes","yes","no","no","Quadrat","Fish density (Nº ind./9m^2)",-21.333,-71.083,"Both",9,54,"na","na","na","na","na","na","na","na","Chromis crusma","Ovalentaria","Pomacentridae","3","Invertivore","24,5","na","Pelagic SA",1.51224997933543,0.513248477835054,0.470528701455226,0.470528701455226,0.0388661915040093,0.621215143922158,0.0998322411314075,"Single","30","Multi","Erect","High",NA,7,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
