"Kelp.Taxon","X","Authors..Year.","ID","Site","Lat","Long","Management_.OA_MPA_MEARB_Other.","Temporal_Scale","Mean.kelp","Mean.no.Kelp","Mean...one.error.bar.Kelp","Mean...one.error.bar.no.Kelp","Error.Kelp","Error.no.Kelp","Error.Type","Variable","N..Kelp.","N..no.kelp.","Unit.Dimensions","Area..m2.","Notes.on.Type.of.study","Comments","Clearing.Size..m.2.","Time.Until.Resampling..days.","Mean.Depth..m.","Inferred.Mechanism.of.Clearing..experiment_storm_heat.wave_barren_kelp.addition.","Type.of.Study..Experimental_ObservatioNAl.","Observational.Study.Type..Spatial..Temporal.","Single.Species...yes.no.","Total.Abundance...yes.no.","Species.Richness...yes.no.","Biomass...yes.no.","Clearing.Response..algae_barren_kelp.","Survey.Type..quadrat..transect..video..photo..Net.Trap.","Short.Variable.Description","Latititude.in.Decimal.Degrees","Longitude.in.Decimal.Degrees","Juvenile..Adult..Both","sample.unit.area..m.2.","Total.Area.Sampled.per.Treatment..m.2..n.replicate.area.","Mean.kelp.t0","Mean.no.Kelp.t0","Mean...one.error.bar.Kelp.t0","Mean...one.error.bar.no.Kelp.t0","Error.Kelp.t0","Error.no.Kelp.t0","Error.Type.t0","Date.of.t0..dd.mm.yyyy.","Fish.Species","Order","Family","Trophic.level","Trophic.group","Total.Lenght..cm.","Biomass..gr.","Habitat.Association..Benthic.Pelagic.Demersal.","sd_kelp","sd_nokelp","rawLR","LR","VLR","Hedges.G","VHedges.G","Patch","Height..m.","Single.or.Multi.Stipe","Erect.or.Prostrate","Epibiont.Load.Potential","Comment","len","ECOREGION","PROVINCE","REALM"
"Ecklonia radiata",41,"Cole et al. (2012)","36","Rurima Shoals (Bay of plenty)",-37.833,176.883,"OA",NA,8.9,26.89,12.38,38.41,3.48,11.52,"SE","N individuals visit",5,5,"2*2m","4","Canopy vs experimental clearing","Fig 7A. number of visits by fish in a 2X2m area during two 10 minute observation intervals",100,1,10,"barren","Experimental","Spatial","no","yes","no","no","barren","Transect","N individuals visit",-37.833,176.883,"Both",4,20,"70,00%",NA,NA,NA,"3,00%",NA,"%","03-01-03",NA,NA,NA,NA,NA,NA,NA,NA,7.78151656169927,25.7595031007976,-1.03573344449885,-1.03573344449885,0.294174255754049,-0.853474862296051,0.436420967028563,"Single","1","Single","Erect","Low",NA,9,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",42,"Cole et al. (2012)","36","Rurima Shoals (Bay of plenty)",-37.833,176.883,"OA",NA,1.37,4.54,1.66,5.83,0.29,1.29,"SE","N species visit",2,2,"2*2m","4","Canopy vs experimental clearing","Fig 7A. number of visits by fish in a 2X2m area during two 10 minute observation intervals",100,1,10,"barren","Experimental","Spatial","no","no","yes","no","barren","Transect","Species Richness",-37.833,176.883,"Both",4,20,"70,00%",NA,NA,NA,"3,00%",NA,"%","03-01-03",NA,NA,NA,NA,NA,NA,NA,NA,0.410121933088198,1.82433549546129,-0.849104545612153,-0.849104545612153,0.069192718937476,-1.35266037495094,1.2287112612453,"Single","1","Single","Erect","Low",NA,9,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",43,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",10.48,1.24,13.33,1.68,2.85,0.44,"SD","Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","78,5","Abundance of reef fish species in five habitats","Fig. 2(1)",NA,NA,NA,"barren","Observational","Spatial","no","no","yes","no","no","Point Count ","Species Richness",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,0.44,1.63413052502447,1.63413052502447,0.0200432277313067,4.09046012933505,1.23659320348399,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",44,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",12.85,1.04,15.58,1.72,2.73,0.68,"SD","Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","250","Abundance of reef fish species in five habitats","Fig. 2(1)",NA,NA,NA,"barren","Observational","Spatial","no","no","yes","no","no","Transect","Species Richness",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,0.68,1.91533542477722,1.91533542477722,0.0299928434997053,5.35890738994933,1.83589442070268,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",45,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",10.48,7.11,13.33,9.64,2.85,2.53,"SD","Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,4,"","78,5","Abundance of reef fish species in five habitats","Fig. 2(1)",NA,NA,NA,"barren","Observational","Spatial","no","no","yes","no","no","Point Count ","Species Richness",-36.283,174.8,"Both",250,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,2.53,0.347508522764099,0.347508522764099,0.0366562360220871,1.10147971387435,0.517403197782041,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",46,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",12.85,10.6,15.58,13.94,2.73,3.34,"SD","Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,4,"","250","Abundance of reef fish species in five habitats","Fig. 2(1)",NA,NA,NA,"barren","Observational","Spatial","no","no","yes","no","no","Transect","Species Richness",-36.283,174.8,"Both",250,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,3.34,0.177280134521029,0.177280134521028,0.028496691432061,0.664685161983227,0.474544798031148,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",47,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",10.48,5.66,13.33,6.78,2.85,1.12,"SD","Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","78,5","Abundance of reef fish species in five habitats","Fig. 2(1)",NA,NA,NA,"barren","Observational","Spatial","no","no","yes","no","no","Point Count ","Species Richness",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,1.12,0.544486906339123,0.544486906339123,0.0179824975536203,2.00945109089621,0.601894684335199,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",48,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",12.85,7.23,15.58,9.84,2.73,2.61,"SD","Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","250","Abundance of reef fish species in five habitats","Fig. 2(1)",NA,NA,NA,"barren","Observational","Spatial","no","no","yes","no","no","Transect","Species Richness",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,2.61,0.520499217944369,0.520499217944369,0.0278852184673273,1.89959261148416,0.580422604480261,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",49,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",10.6,1.24,15.27,1.68,4.67,0.44,"SD","Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",6,5,"","78,5","Abundance of reef fish species in five habitats","Fig. 2(1)",NA,NA,NA,"barren","Observational","Spatial","no","no","yes","no","no","Point Count ","Species Richness",-36.283,174.8,"Both",250,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,0.44,1.64452923224537,1.64452923224537,0.0347294457319194,2.44875482257837,0.63923031126216,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",50,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",14.26,1.04,16.71,1.72,2.45,0.68,"SD","Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","250","Abundance of reef fish species in five habitats","Fig. 2(1)",NA,NA,NA,"barren","Observational","Spatial","no","no","yes","no","no","Transect","Species Richness",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,0.68,2.01228521800019,2.01228521800019,0.0273775121809799,6.63759260941196,2.60288178242601,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",51,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",10.6,7.11,15.27,9.64,4.67,2.53,"SD","Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",6,4,"","78,5","Abundance of reef fish species in five habitats","Fig. 2(1)",NA,NA,NA,"barren","Observational","Spatial","no","no","yes","no","no","Point Count ","Species Richness",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,2.53,0.357907229984998,0.357907229984997,0.0513424540226999,0.78684922383865,0.447623251719441,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",52,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",14.26,10.6,16.71,13.94,2.45,3.34,"SD","Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,4,"","250","Abundance of reef fish species in five habitats","Fig. 2(1)",NA,NA,NA,"barren","Observational","Spatial","no","no","yes","no","no","Transect","Species Richness",-36.283,174.8,"Both",250,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,3.34,0.274229927743992,0.274229927743992,0.0258813601133356,1.1344778096024,0.521502216693347,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",53,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",10.6,5.66,15.27,6.78,4.67,1.12,"SD","Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",6,5,"","78,5","Abundance of reef fish species in five habitats","Fig. 2(1)",NA,NA,NA,"barren","Observational","Spatial","no","no","yes","no","no","Point Count ","Species Richness",-36.283,174.8,"Both",250,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,1.12,0.554885613560021,0.554885613560021,0.032668715554233,1.26813143325956,0.439764727213073,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",54,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",14.26,7.23,16.71,9.84,2.45,2.61,"SD","Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","250","Abundance of reef fish species in five habitats","Fig. 2(1)",NA,NA,NA,"barren","Observational","Spatial","no","no","yes","no","no","Transect","Species Richness",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,2.61,0.617449011167333,0.617449011167332,0.0252698871486019,2.5070491133478,0.714264762836899,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",55,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",103.6,24.89,195.68,50.14,92.08,25.25,"SD","Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","78,5","Abundance of reef fish species in five habitats","Fig. 2(2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","Point Count ","Fish abundance",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.08,25.25,1.39628675786738,1.39628675786738,0.345221932877228,1.05240018719459,0.45537730770036,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",56,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",106.8,10.26,204.82,20.65,98.02,10.39,"SD","Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","250","Abundance of reef fish species in five habitats","Fig. 2(2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","Transect","Fish abundance",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.02,10.39,2.25902103576335,2.25902103576335,0.335644831969037,1.25033513472219,0.478166897456037,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",57,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",103.6,64.24,195.68,88,92.08,23.76,"SD","Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,4,"","78,5","Abundance of reef fish species in five habitats","Fig. 2(2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","Point Count ","Fish abundance",-36.283,174.8,"Both",250,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.08,23.76,0.47207077387801,0.472070773878009,0.188146976329751,0.490161671574886,0.46334769246006,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",58,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",106.8,88.23,204.82,193.67,98.02,105.44,"SD","Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,4,"","250","Abundance of reef fish species in five habitats","Fig. 2(2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","Transect","Fish abundance",-36.283,174.8,"Both",250,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.02,105.44,0.189060352562837,0.189060352562837,0.514439983359001,0.162876297421298,0.451473816014537,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",59,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",103.6,134.79,195.68,284.79,92.08,150,"SD","Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","78,5","Abundance of reef fish species in five habitats","Fig. 2(2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","Point Count ","Fish abundance",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.08,150,-0.260966023079881,-0.260966023079881,0.399036651577786,-0.226226584847334,0.402558923384584,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",60,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",106.8,231.55,204.82,418.68,98.02,187.13,"SD","Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","250","Abundance of reef fish species in five habitats","Fig. 2(2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","Transect","Fish abundance",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.02,187.13,-0.768827597195209,-0.768827597195209,0.294861014482666,-0.753891370335093,0.428417609913286,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",61,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",239.49,24.89,486.03,50.14,246.54,25.25,"SD","Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",6,5,"","78,5","Abundance of reef fish species in five habitats","Fig. 2(2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","Point Count ","Fish abundance",-36.283,174.8,"Both",250,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.54,25.25,2.22882171487632,2.22882171487632,0.365392030328914,1.062798034795,0.41800937861049,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",62,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",143.18,10.26,275.36,20.65,132.18,10.39,"SD","Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","250","Abundance of reef fish species in five habitats","Fig. 2(2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","Transect","Fish abundance",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.18,10.39,2.54980589626489,2.54980589626489,0.338381808365249,1.27981460472862,0.481896271123833,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",63,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",239.49,64.24,486.03,88,246.54,23.76,"SD","Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",6,4,"","78,5","Abundance of reef fish species in five habitats","Fig. 2(2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","Point Count ","Fish abundance",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.54,23.76,1.30460573088695,1.30460573088695,0.208317073781438,0.809410670265964,0.449423948323687,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",64,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",143.18,88.23,275.36,193.67,132.18,105.44,"SD","Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,4,"","250","Abundance of reef fish species in five habitats","Fig. 2(2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","Transect","Fish abundance",-36.283,174.8,"Both",250,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.18,105.44,0.479845213064372,0.479845213064372,0.517176959755213,0.401889845372845,0.458973080434101,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",65,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",239.49,134.79,486.03,284.79,246.54,150,"SD","Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",6,5,"","78,5","Abundance of reef fish species in five habitats","Fig. 2(2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","Point Count ","Fish abundance",-36.283,174.8,"Both",250,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.54,150,0.571568933929059,0.571568933929059,0.419206749029472,0.457357975795939,0.37617468112231,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",66,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",143.18,231.55,275.36,418.68,132.18,187.13,"SD","Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","250","Abundance of reef fish species in five habitats","Fig. 2(2)",NA,NA,NA,"barren","Observational","Spatial","no","yes","no","no","no","Transect","Fish abundance",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.18,187.13,-0.478042736693673,-0.478042736693673,0.297597990878878,-0.492413517630379,0.412123553617256,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",67,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",1.02,0,1.68,0,0.66,0,"SD","Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","78,5","Abundance of reef fish species in five habitats","Fig. 4(1)",NA,NA,NA,"barren","Observational","Spatial","yes","no","no","no","no","Point Count ","Meuschenia scaber abundance",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,"Meuschenia scaber","Tetraodontiformes","Monacanthidae","2,95","Invertivore","31",NA,"Demersal",0.66,0,0.703097511413113,0.703097511413113,0.0213508479560827,1.97295091398527,0.594626765449765,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",68,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",0.98,0,2,0,1.02,0,"SD","Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","250","Abundance of reef fish species in five habitats","Fig. 4(1)",NA,NA,NA,"barren","Observational","Spatial","yes","no","no","no","no","Transect","Meuschenia scaber abundance",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,"Meuschenia scaber","Tetraodontiformes","Monacanthidae","2,95","Invertivore","31",NA,"Demersal",1.02,0,0.683096844706444,0.683096844706444,0.0530762167125803,1.22655195229303,0.475221484583692,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",69,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",1.02,0,1.68,0,0.66,0,"SD","Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,4,"","78,5","Abundance of reef fish species in five habitats","Fig. 4(1)",NA,NA,NA,"barren","Observational","Spatial","yes","no","no","no","no","Point Count ","Meuschenia scaber abundance",-36.283,174.8,"Both",250,1125,NA,NA,NA,NA,NA,NA,NA,NA,"Meuschenia scaber","Tetraodontiformes","Monacanthidae","2,95","Invertivore","31",NA,"Demersal",0.66,0,0.703097511413113,0.703097511413113,0.0213508479560827,1.81588127849689,0.633190267644194,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",70,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",0.98,0.25,2,0.72,1.02,0.47,"SD","Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,4,"","250","Abundance of reef fish species in five habitats","Fig. 4(1)",NA,NA,NA,"barren","Observational","Spatial","yes","no","no","no","no","Transect","Meuschenia scaber abundance",-36.283,174.8,"Both",250,1125,NA,NA,NA,NA,NA,NA,NA,NA,"Meuschenia scaber","Tetraodontiformes","Monacanthidae","2,95","Invertivore","31",NA,"Demersal",1.02,0.47,0.459953293392234,0.459953293392234,0.0884202167125804,0.781028564110997,0.483889200997627,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",71,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",1.02,2.39,1.68,3.89,0.66,1.5,"SD","Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","78,5","Abundance of reef fish species in five habitats","Fig. 4(1)",NA,NA,NA,"barren","Observational","Spatial","yes","no","no","no","no","Point Count ","Meuschenia scaber abundance",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,"Meuschenia scaber","Tetraodontiformes","Monacanthidae","2,95","Invertivore","31",NA,"Demersal",0.66,1.5,-0.517732409979246,-0.517732409979246,0.0605081821247725,-1.0672347239659,0.456949497801929,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
"Ecklonia radiata",72,"Williams et al. (2008)","44","Cape Rodney- Okakari Point Marine Reserve New Zealand",-36.283,174.8,"MR","10-week period during the winter months of June to August 2006",0.98,3.21,2,5.86,1.02,2.65,"SD","Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).",5,5,"","250","Abundance of reef fish species in five habitats","Fig. 4(1)",NA,NA,NA,"barren","Observational","Spatial","yes","no","no","no","no","Transect","Meuschenia scaber abundance",-36.283,174.8,"Both",250,1250,NA,NA,NA,NA,NA,NA,NA,NA,"Meuschenia scaber","Tetraodontiformes","Monacanthidae","2,95","Invertivore","31",NA,"Demersal",1.02,2.65,-0.754365802987846,-0.754365802987846,0.132318604196289,-1.00258053930038,0.450258386889192,"Single","1","Single","Erect","Low",NA,133,"Northeastern New Zealand","Northern New Zealand","Temperate Australasia"
